Country,B-G Namespace,Year,Air Quality Network,Air Quality Network Name,Timezone,Air Quality Station EoI Code,Air Quality Station Nat Code,Air Quality Station Name,Sampling Point Id,Air Pollutant,Longitude,Latitude,Altitude,Altitude Unit,Air Quality Station Area,Air Quality Station Type,Operational Activity Begin,Operational Activity End,Sample Id,Inlet Height,Inlet Height Unit,Building Distance,Building Distance Unit,Kerb Distance,Kerb Distance Unit,Distance Source,Distance Source Unit,Main Emission Sources,Heating Emissions,Heating Emissions Unit,Mobile,Traffic Emissions,Traffic Emissions Unit,Industrial Emissions,Industrial Emissions Unit,Municipality,Dispersion Local,Dispersion Regional,Distance Junction,Distance Junction Unit,Heavy Duty Fraction,Height Facades,Street Width,Traffic Speed,Traffic Volume,Process Id,Process Activity Begin,Process Activity End,Measurement Type,Measurement Method,Other Measurement Method,Measurement Equipment,Other Measurement Equipment,Sampling Method,Other Sampling Method,Analytical Technique,Other Analytical Technique,Equivalence Demonstrated,Demonstration Report,Detection Limit,Detection Limit Unit,Documentation,QA Report,Duration,Duration Unit,Cadence,Cadence Unit,Source Data URL,Imported
"Türkiye","TR.UHKIA.AQD","2022","NET-TR001A","Turkey Air Quality Network","UTC+03","TR0001A","TR060741","ANKARA-KECIOREN","SPO-TR060741_0001","SO2","32.862800000","39.9673","874.0","m","urban","background","22/01/2015 00:00:00","31/12/2017 23:59:00","SAM-TR060741_0001","3.5","m","","","","","","","","","","0","","","","","ANKARA","","","","","","","","","","SPP-TR060741_0001_SO2_ENV_AF22","","","automatic","UV-FL","","","","","","","","ref","","0","ug.m-3","In preparation","In preparation","60","minute","60","minute","http://cdr.eionet.europa.eu/tr/eu/aqd/d/envzra7jw/TR_Flow_D_2022_v1.xml","25/09/2023 14:00:05"
"Türkiye","TR.UHKIA.AQD","2022","NET-TR001A","Turkey Air Quality Network","UTC+03","TR0001A","TR060741","ANKARA-KECIOREN","SPO-TR060741_0005","PM10","32.862800000","39.9673","874.0","m","urban","background","22/01/2015 00:00:00","31/12/2017 23:59:00","SAM-TR060741_0005","3.5","m","","","","","","","","","","0","","","","","ANKARA","","","","","","","","","","SPP-TR060741_0005_PM10_ENV_MP101M","","","automatic","BETA","","","","","","","","no","","0","ug.m-3","In preparation","In preparation","1","hour","1","hour","http://cdr.eionet.europa.eu/tr/eu/aqd/d/envzra7jw/TR_Flow_D_2022_v1.xml","25/09/2023 14:00:05"
"Türkiye","TR.UHKIA.AQD","2022","NET-TR001A","Turkey Air Quality Network","UTC+03","TR0001A","TR060741","ANKARA-KECIOREN","SPO-TR060741_0007","O3","32.862800000","39.9673","874.0","m","urban","background","22/01/2015 00:00:00","31/12/2017 23:59:00","SAM-TR060741_0007","3.5","m","","","","","","","","","","0","","","","","ANKARA","","","","","","","","","","SPP-TR060741_0007_O3_ENV_","","","automatic","UV-P","","","","","","","","ref","","0","ug.m-3","In preparation","In preparation","1","minute","60","minute","http://cdr.eionet.europa.eu/tr/eu/aqd/d/envzra7jw/TR_Flow_D_2022_v1.xml","25/09/2023 14:00:05"
"Türkiye","TR.UHKIA.AQD","2022","NET-TR001A","Turkey Air Quality Network","UTC+03","TR0001A","TR060741","ANKARA-KECIOREN","SPO-TR060741_0008","NO2","32.862800000","39.9673","874.0","m","urban","background","22/01/2015 00:00:00","31/12/2017 23:59:00","SAM-TR060741_0008","3.5","m","","","","","","","","","","0","","","","","ANKARA","","","","","","","","","","SPP-TR060741_0008_NO2_ENV_","","","automatic","chemi","","","","","","","","ref","","0","ug.m-3","In preparation","In preparation","1","minute","60","minute","http://cdr.eionet.europa.eu/tr/eu/aqd/d/envzra7jw/TR_Flow_D_2022_v1.xml","25/09/2023 14:00:05"
"Türkiye","TR.UHKIA.AQD","2022","NET-TR001A","Turkey Air Quality Network","UTC+03","TR0001A","TR060741","ANKARA-KECIOREN","SPO-TR060741_0009","NOX as NO2","32.862800000","39.9673","874.0","m","urban","background","22/01/2015 00:00:00","31/12/2017 23:59:00","SAM-TR060741_0009","3.5","m","","","","","","","","","","0","","","","","ANKARA","","","","","","","","","","SPP-TR060741_0009_NOX_ENV_","","","automatic","chemi","","","","","","","","ref","","0","ug.m-3","In preparation","In preparation","1","minute","60","minute","http://cdr.eionet.europa.eu/tr/eu/aqd/d/envzra7jw/TR_Flow_D_2022_v1.xml","25/09/2023 14:00:05"
"Türkiye","TR.UHKIA.AQD","2022","NET-TR001A","Turkey Air Quality Network","UTC+03","TR0001A","TR060741","ANKARA-KECIOREN","SPO-TR060741_0010","CO","32.862800000","39.9673","874.0","m","urban","background","22/01/2015 00:00:00","31/12/2017 23:59:00","SAM-TR060741_0010","3.5","m","","","","","","","","","","0","","","","","ANKARA","","","","","","","","","","SPP-TR060741_0010_CO_ENV_","","","automatic","NDIR","","","","","","","","ref","","0","mg.m-3","In preparation","In preparation","1","minute","60","minute","http://cdr.eionet.europa.eu/tr/eu/aqd/d/envzra7jw/TR_Flow_D_2022_v1.xml","25/09/2023 14:00:05"
"Türkiye","TR.UHKIA.AQD","2022","NET-TR001A","Turkey Air Quality Network","UTC+03","TR0001A","TR060741","ANKARA-KECIOREN","SPO-TR060741_0020","C6H6","32.862800000","39.9673","874.0","m","urban","background","22/01/2015 00:00:00","31/12/2017 23:59:00","SAM-TR060741_0020","3.5","m","","","","","","","","","","0","","","","","ANKARA","","","","","","","","","","SPP-TR060741_0020_C6H6_ENV_","","","passive","","","","","","","other","","ref","","0.05","ng.m-3","In preparation","In preparation","1","day","1","day","http://cdr.eionet.europa.eu/tr/eu/aqd/d/envzra7jw/TR_Flow_D_2022_v1.xml","25/09/2023 14:00:05"
"Türkiye","TR.UHKIA.AQD","2022","NET-TR001A","Turkey Air Quality Network","UTC+03","TR0001A","TR060741","ANKARA-KECIOREN","SPO-TR060741_5012","Pb in PM10","32.862800000","39.9673","874.0","m","urban","background","30/12/2007 00:00:00","31/12/2017 23:59:00","SAM-TR060741_5012","3.5","m","","","","","","","","","","0","","","","","ANKARA","","","","","","","","","","SPP-TR060741_5012_PB_TECORA_2.3_AUTO","","","active","","","","","","","other","","ref","","2.5","ug.m-3","In preparation","In preparation","1","day","1","day","http://cdr.eionet.europa.eu/tr/eu/aqd/d/envzra7jw/TR_Flow_D_2022_v1.xml","25/09/2023 14:00:05"
"Türkiye","TR.UHKIA.AQD","2022","NET-TR001A","Turkey Air Quality Network","UTC+03","TR0001A","TR060741","ANKARA-KECIOREN","SPO-TR060741_5014","Cd in PM10","32.862800000","39.9673","874.0","m","urban","background","30/12/2007 00:00:00","31/12/2017 23:59:00","SAM-TR060741_5014","3.5","m","","","","","","","","","","0","","","","","ANKARA","","","","","","","","","","SPP-TR060741_5014_CD_TECORA_2.3_AUTO","","","active","","","","","","","other","","ref","","2.5","ng.m-3","In preparation","In preparation","1","day","1","day","http://cdr.eionet.europa.eu/tr/eu/aqd/d/envzra7jw/TR_Flow_D_2022_v1.xml","25/09/2023 14:00:05"
"Türkiye","TR.UHKIA.AQD","2022","NET-TR001A","Turkey Air Quality Network","UTC+03","TR0001A","TR060741","ANKARA-KECIOREN","SPO-TR060741_5015","Ni in PM10","32.862800000","39.9673","874.0","m","urban","background","30/12/2007 00:00:00","31/12/2017 23:59:00","SAM-TR060741_5015","3.5","m","","","","","","","","","","0","","","","","ANKARA","","","","","","","","","","SPP-TR060741_5015_NI_TECORA_2.3_AUTO","","","active","","","","","","","other","","ref","","2.5","ng.m-3","In preparation","In preparation","1","day","1","day","http://cdr.eionet.europa.eu/tr/eu/aqd/d/envzra7jw/TR_Flow_D_2022_v1.xml","25/09/2023 14:00:05"
"Türkiye","TR.UHKIA.AQD","2022","NET-TR001A","Turkey Air Quality Network","UTC+03","TR0001A","TR060741","ANKARA-KECIOREN","SPO-TR060741_5018","As in PM10","32.862800000","39.9673","874.0","m","urban","background","30/12/2007 00:00:00","31/12/2017 23:59:00","SAM-TR060741_5018","3.5","m","","","","","","","","","","0","","","","","ANKARA","","","","","","","","","","SPP-TR060741_5018_AS_TECORA_2.3_AUTO","","","active","","","","","","","other","","ref","","2.5","ng.m-3","In preparation","In preparation","1","day","1","day","http://cdr.eionet.europa.eu/tr/eu/aqd/d/envzra7jw/TR_Flow_D_2022_v1.xml","25/09/2023 14:00:05"
"Türkiye","TR.UHKIA.AQD","2022","NET-TR001A","Turkey Air Quality Network","UTC+03","TR0001A","TR060741","ANKARA-KECIOREN","SPO-TR060741_5029","BaP in PM10","32.862800000","39.9673","874.0","m","urban","background","11/08/2015 00:00:00","31/12/2017 23:59:00","SAM-TR060741_5029","3.5","m","","","","","","","","","","0","","","","","ANKARA","","","","","","","","","","SPP-TR060741_5029_BAP_TECORA_2.3_AUTO","","","active","","","","","","","other","","ref","","2.5","ng.m-3","In preparation","In preparation","1","day","1","day","http://cdr.eionet.europa.eu/tr/eu/aqd/d/envzra7jw/TR_Flow_D_2022_v1.xml","25/09/2023 14:00:05"
"Türkiye","TR.UHKIA.AQD","2022","NET-TR001A","Turkey Air Quality Network","UTC+03","TR0001A","TR060741","ANKARA-KECIOREN","SPO-TR060741_6001","PM2.5","32.862800000","39.9673","874.0","m","urban","background","11/08/2015 00:00:00","31/12/2017 23:59:00","SAM-TR060741_6001","3.5","m","","","","","","","","","","0","","","","","ANKARA","","","","","","","","","","SPP-TR060741_6001_PM2.5_ENV_MP101M","","","automatic","BETA","","","","","","","","no","","0","ug.m-3","In preparation","In preparation","1","hour","1","hour","http://cdr.eionet.europa.eu/tr/eu/aqd/d/envzra7jw/TR_Flow_D_2022_v1.xml","25/09/2023 14:00:05"
"Türkiye","TR.UHKIA.AQD","2022","NET-TR001A","Turkey Air Quality Network","UTC+03","TR0002A","TR060941","ANKARA-SINCAN","SPO-TR060941_0001","SO2","32.585200000","39.9720","794.0","m","urban","background","04/06/2015 00:00:00","","SAM-TR060941_0001","3.5","m","","","","","","","","","","0","","","","","ANKARA","","","","","","","","","","SPP-TR060941_0001_SO2_ENV_AF22","","","automatic","UV-FL","","","","","","","","ref","","0","ug.m-3","In preparation","In preparation","60","minute","60","minute","http://cdr.eionet.europa.eu/tr/eu/aqd/d/envzra7jw/TR_Flow_D_2022_v1.xml","25/09/2023 14:00:05"
"Türkiye","TR.UHKIA.AQD","2022","NET-TR001A","Turkey Air Quality Network","UTC+03","TR0002A","TR060941","ANKARA-SINCAN","SPO-TR060941_0005","PM10","32.585200000","39.9720","794.0","m","urban","background","27/02/2015 00:00:00","","SAM-TR060941_0005","3.5","m","","","","","","","","","","0","","","","","ANKARA","","","","","","","","","","SPP-TR060941_0005_PM10_ENV_MP101M","","","automatic","BETA","","","","","","","","no","","0","ug.m-3","In preparation","In preparation","1","hour","1","hour","http://cdr.eionet.europa.eu/tr/eu/aqd/d/envzra7jw/TR_Flow_D_2022_v1.xml","25/09/2023 14:00:05"
"Türkiye","TR.UHKIA.AQD","2022","NET-TR001A","Turkey Air Quality Network","UTC+03","TR0002A","TR060941","ANKARA-SINCAN","SPO-TR060941_0007","O3","32.585200000","39.9720","794.0","m","urban","background","27/02/2015 00:00:00","","SAM-TR060941_0007","3.5","m","","","","","","","","","","0","","","","","ANKARA","","","","","","","","","","SPP-TR060941_0007_O3_ENV_","","","automatic","UV-P","","","","","","","","ref","","0","ug.m-3","In preparation","In preparation","1","minute","60","minute","http://cdr.eionet.europa.eu/tr/eu/aqd/d/envzra7jw/TR_Flow_D_2022_v1.xml","25/09/2023 14:00:05"
"Türkiye","TR.UHKIA.AQD","2022","NET-TR001A","Turkey Air Quality Network","UTC+03","TR0002A","TR060941","ANKARA-SINCAN","SPO-TR060941_0008","NO2","32.585200000","39.9720","794.0","m","urban","background","27/02/2015 00:00:00","","SAM-TR060941_0008","3.5","m","","","","","","","","","","0","","","","","ANKARA","","","","","","","","","","SPP-TR060941_0008_NO2_ENV_","","","automatic","chemi","","","","","","","","ref","","0","ug.m-3","In preparation","In preparation","1","minute","60","minute","http://cdr.eionet.europa.eu/tr/eu/aqd/d/envzra7jw/TR_Flow_D_2022_v1.xml","25/09/2023 14:00:05"
"Türkiye","TR.UHKIA.AQD","2022","NET-TR001A","Turkey Air Quality Network","UTC+03","TR0002A","TR060941","ANKARA-SINCAN","SPO-TR060941_0009","NOX as NO2","32.585200000","39.9720","794.0","m","urban","background","27/02/2015 00:00:00","","SAM-TR060941_0009","3.5","m","","","","","","","","","","0","","","","","ANKARA","","","","","","","","","","SPP-TR060941_0009_NOX_ENV_","","","automatic","chemi","","","","","","","","ref","","0","ug.m-3","In preparation","In preparation","1","minute","60","minute","http://cdr.eionet.europa.eu/tr/eu/aqd/d/envzra7jw/TR_Flow_D_2022_v1.xml","25/09/2023 14:00:05"
"Türkiye","TR.UHKIA.AQD","2022","NET-TR001A","Turkey Air Quality Network","UTC+03","TR0002A","TR060941","ANKARA-SINCAN","SPO-TR060941_0010","CO","32.585200000","39.9720","794.0","m","urban","background","13/06/2015 00:00:00","","SAM-TR060941_0010","3.5","m","","","","","","","","","","0","","","","","ANKARA","","","","","","","","","","SPP-TR060941_0010_CO_ENV_","","","automatic","NDIR","","","","","","","","ref","","0","mg.m-3","In preparation","In preparation","1","minute","60","minute","http://cdr.eionet.europa.eu/tr/eu/aqd/d/envzra7jw/TR_Flow_D_2022_v1.xml","25/09/2023 14:00:05"
"Türkiye","TR.UHKIA.AQD","2022","NET-TR001A","Turkey Air Quality Network","UTC+03","TR0002A","TR060941","ANKARA-SINCAN","SPO-TR060941_0020","C6H6","32.585200000","39.9720","794.0","m","urban","background","13/06/2015 00:00:00","","SAM-TR060941_0020","3.5","m","","","","","","","","","","0","","","","","ANKARA","","","","","","","","","","SPP-TR060941_0020_C6H6_ENV_","","","passive","","","","","","","other","","ref","","0.05","ng.m-3","In preparation","In preparation","1","day","1","day","http://cdr.eionet.europa.eu/tr/eu/aqd/d/envzra7jw/TR_Flow_D_2022_v1.xml","25/09/2023 14:00:05"
"Türkiye","TR.UHKIA.AQD","2022","NET-TR001A","Turkey Air Quality Network","UTC+03","TR0002A","TR060941","ANKARA-SINCAN","SPO-TR060941_5012","Pb in PM10","32.585200000","39.9720","794.0","m","urban","background","13/06/2015 00:00:00","","SAM-TR060941_5012","3.5","m","","","","","","","","","","0","","","","","ANKARA","","","","","","","","","","SPP-TR060941_5012_PB_TECORA_2.3_AUTO","","","active","","","","","","","other","","ref","","2.5","ug.m-3","In preparation","In preparation","1","day","1","day","http://cdr.eionet.europa.eu/tr/eu/aqd/d/envzra7jw/TR_Flow_D_2022_v1.xml","25/09/2023 14:00:05"
"Türkiye","TR.UHKIA.AQD","2022","NET-TR001A","Turkey Air Quality Network","UTC+03","TR0002A","TR060941","ANKARA-SINCAN","SPO-TR060941_5014","Cd in PM10","32.585200000","39.9720","794.0","m","urban","background","13/06/2015 00:00:00","","SAM-TR060941_5014","3.5","m","","","","","","","","","","0","","","","","ANKARA","","","","","","","","","","SPP-TR060941_5014_CD_TECORA_2.3_AUTO","","","active","","","","","","","other","","ref","","2.5","ng.m-3","In preparation","In preparation","1","day","1","day","http://cdr.eionet.europa.eu/tr/eu/aqd/d/envzra7jw/TR_Flow_D_2022_v1.xml","25/09/2023 14:00:05"
"Türkiye","TR.UHKIA.AQD","2022","NET-TR001A","Turkey Air Quality Network","UTC+03","TR0002A","TR060941","ANKARA-SINCAN","SPO-TR060941_5015","Ni in PM10","32.585200000","39.9720","794.0","m","urban","background","13/06/2015 00:00:00","","SAM-TR060941_5015","3.5","m","","","","","","","","","","0","","","","","ANKARA","","","","","","","","","","SPP-TR060941_5015_NI_TECORA_2.3_AUTO","","","active","","","","","","","other","","ref","","2.5","ng.m-3","In preparation","In preparation","1","day","1","day","http://cdr.eionet.europa.eu/tr/eu/aqd/d/envzra7jw/TR_Flow_D_2022_v1.xml","25/09/2023 14:00:05"
"Türkiye","TR.UHKIA.AQD","2022","NET-TR001A","Turkey Air Quality Network","UTC+03","TR0002A","TR060941","ANKARA-SINCAN","SPO-TR060941_5018","As in PM10","32.585200000","39.9720","794.0","m","urban","background","13/06/2015 00:00:00","","SAM-TR060941_5018","3.5","m","","","","","","","","","","0","","","","","ANKARA","","","","","","","","","","SPP-TR060941_5018_AS_TECORA_2.3_AUTO","","","active","","","","","","","other","","ref","","2.5","ng.m-3","In preparation","In preparation","1","day","1","day","http://cdr.eionet.europa.eu/tr/eu/aqd/d/envzra7jw/TR_Flow_D_2022_v1.xml","25/09/2023 14:00:05"
"Türkiye","TR.UHKIA.AQD","2022","NET-TR001A","Turkey Air Quality Network","UTC+03","TR0002A","TR060941","ANKARA-SINCAN","SPO-TR060941_5029","BaP in PM10","32.585200000","39.9720","794.0","m","urban","background","13/06/2015 00:00:00","","SAM-TR060941_5029","3.5","m","","","","","","","","","","0","","","","","ANKARA","","","","","","","","","","SPP-TR060941_5029_BAP_TECORA_2.3_AUTO","","","active","","","","","","","other","","ref","","2.5","ng.m-3","In preparation","In preparation","1","day","1","day","http://cdr.eionet.europa.eu/tr/eu/aqd/d/envzra7jw/TR_Flow_D_2022_v1.xml","25/09/2023 14:00:05"
"Türkiye","TR.UHKIA.AQD","2022","NET-TR001A","Turkey Air Quality Network","UTC+03","TR0002A","TR060941","ANKARA-SINCAN","SPO-TR060941_6001","PM2.5","32.585200000","39.9720","794.0","m","urban","background","13/06/2015 00:00:00","","SAM-TR060941_6001","3.5","m","","","","","","","","","","0","","","","","ANKARA","","","","","","","","","","SPP-TR060941_6001_PM2.5_ENV_MP101M","","","automatic","BETA","","","","","","","","no","","0","ug.m-3","In preparation","In preparation","1","hour","1","hour","http://cdr.eionet.europa.eu/tr/eu/aqd/d/envzra7jw/TR_Flow_D_2022_v1.xml","25/09/2023 14:00:05"
"Türkiye","TR.UHKIA.AQD","2022","NET-TR001A","Turkey Air Quality Network","UTC+03","TR0003A","TR060231","ANKARA-CEBECI","SPO-TR060231_0001","SO2","32.878200000","39.9369","887.0","m","urban","traffic","16/03/2006 00:00:00","31/12/2017 23:59:00","SAM-TR060231_0001","3.5","m","","m","","m","","","","","","0","","","","","ANKARA","","","","","","","","","","SPP-TR060231_0001_SO2_ENV_AF22","","","automatic","UV-FL","","","","","","","","ref","","0","ug.m-3","In preparation","In preparation","60","minute","60","minute","http://cdr.eionet.europa.eu/tr/eu/aqd/d/envzra7jw/TR_Flow_D_2022_v1.xml","25/09/2023 14:00:05"
"Türkiye","TR.UHKIA.AQD","2022","NET-TR001A","Turkey Air Quality Network","UTC+03","TR0003A","TR060231","ANKARA-CEBECI","SPO-TR060231_0005","PM10","32.878200000","39.9369","887.0","m","urban","traffic","16/03/2006 00:00:00","31/12/2017 23:59:00","SAM-TR060231_0005","3.5","m","","m","","m","","","","","","0","","","","","ANKARA","","","","","","","","","","SPP-TR060231_0005_PM10_ENV_MP101M","","","automatic","BETA","","","","","","","","no","","0","ug.m-3","In preparation","In preparation","1","hour","1","hour","http://cdr.eionet.europa.eu/tr/eu/aqd/d/envzra7jw/TR_Flow_D_2022_v1.xml","25/09/2023 14:00:05"
"Türkiye","TR.UHKIA.AQD","2022","NET-TR001A","Turkey Air Quality Network","UTC+03","TR0003A","TR060231","ANKARA-CEBECI","SPO-TR060231_0007","O3","32.878200000","39.9369","887.0","m","urban","traffic","16/03/2006 00:00:00","31/12/2017 23:59:00","SAM-TR060231_0007","3.5","m","","m","","m","","","","","","0","","","","","ANKARA","","","","","","","","","","SPP-TR060231_0007_O3_ENV_","","","automatic","UV-P","","","","","","","","ref","","0","ug.m-3","In preparation","In preparation","1","minute","60","minute","http://cdr.eionet.europa.eu/tr/eu/aqd/d/envzra7jw/TR_Flow_D_2022_v1.xml","25/09/2023 14:00:05"
"Türkiye","TR.UHKIA.AQD","2022","NET-TR001A","Turkey Air Quality Network","UTC+03","TR0003A","TR060231","ANKARA-CEBECI","SPO-TR060231_0008","NO2","32.878200000","39.9369","887.0","m","urban","traffic","16/03/2006 00:00:00","31/12/2017 23:59:00","SAM-TR060231_0008","3.5","m","","m","","m","","","","","","0","","","","","ANKARA","","","","","","","","","","SPP-TR060231_0008_NO2_ENV_","","","automatic","chemi","","","","","","","","ref","","0","ug.m-3","In preparation","In preparation","1","minute","60","minute","http://cdr.eionet.europa.eu/tr/eu/aqd/d/envzra7jw/TR_Flow_D_2022_v1.xml","25/09/2023 14:00:05"
"Türkiye","TR.UHKIA.AQD","2022","NET-TR001A","Turkey Air Quality Network","UTC+03","TR0003A","TR060231","ANKARA-CEBECI","SPO-TR060231_0009","NOX as NO2","32.878200000","39.9369","887.0","m","urban","traffic","02/02/2007 00:00:00","31/12/2017 23:59:00","SAM-TR060231_0009","3.5","m","","m","","m","","","","","","0","","","","","ANKARA","","","","","","","","","","SPP-TR060231_0009_NOX_ENV_","","","automatic","chemi","","","","","","","","ref","","0","ug.m-3","In preparation","In preparation","1","minute","60","minute","http://cdr.eionet.europa.eu/tr/eu/aqd/d/envzra7jw/TR_Flow_D_2022_v1.xml","25/09/2023 14:00:05"
"Türkiye","TR.UHKIA.AQD","2022","NET-TR001A","Turkey Air Quality Network","UTC+03","TR0003A","TR060231","ANKARA-CEBECI","SPO-TR060231_0010","CO","32.878200000","39.9369","887.0","m","urban","traffic","02/02/2007 00:00:00","31/12/2017 23:59:00","SAM-TR060231_0010","3.5","m","","m","","m","","","","","","0","","","","","ANKARA","","","","","","","","","","SPP-TR060231_0010_CO_ENV_","","","automatic","NDIR","","","","","","","","ref","","0","mg.m-3","In preparation","In preparation","1","minute","60","minute","http://cdr.eionet.europa.eu/tr/eu/aqd/d/envzra7jw/TR_Flow_D_2022_v1.xml","25/09/2023 14:00:05"
"Türkiye","TR.UHKIA.AQD","2022","NET-TR001A","Turkey Air Quality Network","UTC+03","TR0003A","TR060231","ANKARA-CEBECI","SPO-TR060231_0020","C6H6","32.878200000","39.9369","887.0","m","urban","traffic","02/02/2007 00:00:00","31/12/2017 23:59:00","SAM-TR060231_0020","3.5","m","","m","","m","","","","","","0","","","","","ANKARA","","","","","","","","","","SPP-TR060231_0020_C6H6_ENV_","","","passive","","","","","","","other","","ref","","0.05","ng.m-3","In preparation","In preparation","1","day","1","day","http://cdr.eionet.europa.eu/tr/eu/aqd/d/envzra7jw/TR_Flow_D_2022_v1.xml","25/09/2023 14:00:05"
"Türkiye","TR.UHKIA.AQD","2022","NET-TR001A","Turkey Air Quality Network","UTC+03","TR0003A","TR060231","ANKARA-CEBECI","SPO-TR060231_5012","Pb in PM10","32.878200000","39.9369","887.0","m","urban","traffic","02/02/2007 00:00:00","31/12/2017 23:59:00","SAM-TR060231_5012","3.5","m","","m","","m","","","","","","0","","","","","ANKARA","","","","","","","","","","SPP-TR060231_5012_PB_TECORA_2.3_AUTO","","","active","","","","","","","other","","ref","","2.5","ug.m-3","In preparation","In preparation","1","day","1","day","http://cdr.eionet.europa.eu/tr/eu/aqd/d/envzra7jw/TR_Flow_D_2022_v1.xml","25/09/2023 14:00:05"
"Türkiye","TR.UHKIA.AQD","2022","NET-TR001A","Turkey Air Quality Network","UTC+03","TR0003A","TR060231","ANKARA-CEBECI","SPO-TR060231_5014","Cd in PM10","32.878200000","39.9369","887.0","m","urban","traffic","01/09/2005 00:00:00","31/12/2017 23:59:00","SAM-TR060231_5014","3.5","m","","m","","m","","","","","","0","","","","","ANKARA","","","","","","","","","","SPP-TR060231_5014_CD_TECORA_2.3_AUTO","","","active","","","","","","","other","","ref","","2.5","ng.m-3","In preparation","In preparation","1","day","1","day","http://cdr.eionet.europa.eu/tr/eu/aqd/d/envzra7jw/TR_Flow_D_2022_v1.xml","25/09/2023 14:00:05"
"Türkiye","TR.UHKIA.AQD","2022","NET-TR001A","Turkey Air Quality Network","UTC+03","TR0003A","TR060231","ANKARA-CEBECI","SPO-TR060231_5015","Ni in PM10","32.878200000","39.9369","887.0","m","urban","traffic","01/09/2005 00:00:00","31/12/2017 23:59:00","SAM-TR060231_5015","3.5","m","","m","","m","","","","","","0","","","","","ANKARA","","","","","","","","","","SPP-TR060231_5015_NI_TECORA_2.3_AUTO","","","active","","","","","","","other","","ref","","2.5","ng.m-3","In preparation","In preparation","1","day","1","day","http://cdr.eionet.europa.eu/tr/eu/aqd/d/envzra7jw/TR_Flow_D_2022_v1.xml","25/09/2023 14:00:05"
"Türkiye","TR.UHKIA.AQD","2022","NET-TR001A","Turkey Air Quality Network","UTC+03","TR0003A","TR060231","ANKARA-CEBECI","SPO-TR060231_5018","As in PM10","32.878200000","39.9369","887.0","m","urban","traffic","01/09/2005 00:00:00","31/12/2017 23:59:00","SAM-TR060231_5018","3.5","m","","m","","m","","","","","","0","","","","","ANKARA","","","","","","","","","","SPP-TR060231_5018_AS_TECORA_2.3_AUTO","","","active","","","","","","","other","","ref","","2.5","ng.m-3","In preparation","In preparation","1","day","1","day","http://cdr.eionet.europa.eu/tr/eu/aqd/d/envzra7jw/TR_Flow_D_2022_v1.xml","25/09/2023 14:00:05"
"Türkiye","TR.UHKIA.AQD","2022","NET-TR001A","Turkey Air Quality Network","UTC+03","TR0003A","TR060231","ANKARA-CEBECI","SPO-TR060231_5029","BaP in PM10","32.878200000","39.9369","887.0","m","urban","traffic","01/09/2005 00:00:00","31/12/2017 23:59:00","SAM-TR060231_5029","3.5","m","","m","","m","","","","","","0","","","","","ANKARA","","","","","","","","","","SPP-TR060231_5029_BAP_TECORA_2.3_AUTO","","","active","","","","","","","other","","ref","","2.5","ng.m-3","In preparation","In preparation","1","day","1","day","http://cdr.eionet.europa.eu/tr/eu/aqd/d/envzra7jw/TR_Flow_D_2022_v1.xml","25/09/2023 14:00:05"
"Türkiye","TR.UHKIA.AQD","2022","NET-TR001A","Turkey Air Quality Network","UTC+03","TR0003A","TR060231","ANKARA-CEBECI","SPO-TR060231_6001","PM2.5","32.878200000","39.9369","887.0","m","urban","traffic","26/11/2006 00:00:00","31/12/2017 23:59:00","SAM-TR060231_6001","3.5","m","","m","","m","","","","","","0","","","","","ANKARA","","","","","","","","","","SPP-TR060231_6001_PM2.5_ENV_MP101M","","","automatic","BETA","","","","","","","","no","","0","ug.m-3","In preparation","In preparation","1","hour","1","hour","http://cdr.eionet.europa.eu/tr/eu/aqd/d/envzra7jw/TR_Flow_D_2022_v1.xml","25/09/2023 14:00:05"
"Türkiye","TR.UHKIA.AQD","2022","NET-TR001A","Turkey Air Quality Network","UTC+03","TR0004A","TR010441","ADANA-VALILIK","SPO-TR010441_0001","SO2","35.312400000","36.9992","25.0","m","urban","background","16/12/2008 00:00:00","","SAM-TR010441_0001","3.5","m","","","","","","","","","","0","","","","","ADANA","","","","","","","","","","SPP-TR010441_0001_SO2_THERM_43i","","","automatic","UV-FL","","","","","","","","ref","","0","ug.m-3","In preparation","In preparation","60","minute","60","minute","http://cdr.eionet.europa.eu/tr/eu/aqd/d/envzra7jw/TR_Flow_D_2022_v1.xml","25/09/2023 14:00:05"
"Türkiye","TR.UHKIA.AQD","2022","NET-TR001A","Turkey Air Quality Network","UTC+03","TR0004A","TR010441","ADANA-VALILIK","SPO-TR010441_0005","PM10","35.312400000","36.9992","25.0","m","urban","background","16/12/2008 00:00:00","","SAM-TR010441_0005","3.5","m","","","","","","","","","","0","","","","","ADANA","","","","","","","","","","SPP-TR010441_0005_PM10_THERM_FH62C14","","","automatic","BETA","","","","","","","","no","","0","ug.m-3","In preparation","In preparation","1","hour","1","hour","http://cdr.eionet.europa.eu/tr/eu/aqd/d/envzra7jw/TR_Flow_D_2022_v1.xml","25/09/2023 14:00:05"
